DrainI(1),DrainV(1),GateI(1),GateV(1),IDRAIN(1),IGATE(1),IDMAX(1),RD(1),IGLEAK(1),DrainI(2),DrainV(2),GateI(2),GateV(2),IDRAIN(2),IGATE(2),IDMAX(2),RD(2),IGLEAK(2),DrainI(3),DrainV(3),GateI(3),GateV(3),IDRAIN(3),IGATE(3),IDMAX(3),RD(3),IGLEAK(3),DrainI(4),DrainV(4),GateI(4),GateV(4),IDRAIN(4),IGATE(4),IDMAX(4),RD(4),IGLEAK(4),DrainI(5),DrainV(5),GateI(5),GateV(5),IDRAIN(5),IGATE(5),IDMAX(5),RD(5),IGLEAK(5),DrainI(6),DrainV(6),GateI(6),GateV(6),IDRAIN(6),IGATE(6),IDMAX(6),RD(6),IGLEAK(6),DrainI(7),DrainV(7),GateI(7),GateV(7),IDRAIN(7),IGATE(7),IDMAX(7),RD(7),IGLEAK(7),DrainI(8),DrainV(8),GateI(8),GateV(8),IDRAIN(8),IGATE(8),IDMAX(8),RD(8),IGLEAK(8),DrainI(9),DrainV(9),GateI(9),GateV(9),IDRAIN(9),IGATE(9),IDMAX(9),RD(9),IGLEAK(9),DrainI(10),DrainV(10),GateI(10),GateV(10),IDRAIN(10),IGATE(10),IDMAX(10),RD(10),IGLEAK(10),DrainI(11),DrainV(11),GateI(11),GateV(11),IDRAIN(11),IGATE(11),IDMAX(11),RD(11),IGLEAK(11),DrainI(12),DrainV(12),GateI(12),GateV(12),IDRAIN(12),IGATE(12),IDMAX(12),RD(12),IGLEAK(12),DrainI(13),DrainV(13),GateI(13),GateV(13),IDRAIN(13),IGATE(13),IDMAX(13),RD(13),IGLEAK(13),DrainI(14),DrainV(14),GateI(14),GateV(14),IDRAIN(14),IGATE(14),IDMAX(14),RD(14),IGLEAK(14),DrainI(15),DrainV(15),GateI(15),GateV(15),IDRAIN(15),IGATE(15),IDMAX(15),RD(15),IGLEAK(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891.0204E-9,2.2000E+0,-3.2207E-6,-5.0000E+0,19.8003E-3,-64.4144E-3,,4.1006E+6,,721.2407E-9,2.2000E+0,-2.4157E-6,-4.5000E+0,16.0274E-3,-48.3135E-3,,3.9704E+6,,593.3029E-9,2.2000E+0,-1.7071E-6,-4.0000E+0,13.1844E-3,-34.1413E-3,,5.0627E+6,,561.3743E-9,2.1998E+0,-1.0613E-6,-3.5000E+0,12.4749E-3,-21.2269E-3,,3.6149E+6,,1.1835E-3,2.1999E+0,-759.4517E-9,-3.0000E+0,26.2999E+0,-15.1890E-3,,15.9788E+3,,7.8863E-3,2.2001E+0,-486.9089E-9,-2.5000E+0,175.2498E+0,-9.7382E-3,,3.9676E+3,,16.1067E-3,2.2000E+0,-327.5763E-9,-2.0000E+0,357.9236E+0,-6.5515E-3,,2.7818E+3,,24.1302E-3,2.2000E+0,-189.2095E-9,-1.5000E+0,536.2205E+0,-3.7842E-3,,1.7796E+3,,31.4537E-3,2.2000E+0,-243.7173E-9,-1.0000E+0,698.9634E+0,-4.8743E-3,,499.0848E+0,,36.8302E-3,2.2000E+0,-226.9444E-9,-500.0000E-3,818.4414E+0,-4.5389E-3,,148.2790E+0,,39.8388E-3,2.2000E+0,-210.1733E-9,000.0000E+0,885.2974E+0,-4.2035E-3,,98.0301E+0,,41.4751E-3,2.2000E+0,-168.2438E-9,500.0000E-3,921.6590E+0,-3.3649E-3,,84.5355E+0,,42.5466E-3,2.2000E+0,-214.3661E-9,1.0000E+0,945.4695E+0,-4.2873E-3,,79.3933E+0,,43.2721E-3,2.2000E+0,-310.8053E-9,1.5000E+0,961.5934E+0,-6.2161E-3,,76.8305E+0,,44.1690E-3,2.2000E+0,-273.0685E-9,2.0000E+0,981.5240E+0,-5.4614E-3,,76.2055E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903.2834E-9,2.3001E+0,-3.3046E-6,-5.0000E+0,20.0728E-3,-66.0916E-3,,8.1588E+6,,738.6984E-9,2.3002E+0,-2.4031E-6,-4.5000E+0,16.4154E-3,-48.0618E-3,,5.7367E+6,,619.8734E-9,2.3001E+0,-1.7196E-6,-4.0000E+0,13.7748E-3,-34.3928E-3,,3.7695E+6,,583.4991E-9,2.3002E+0,-1.1200E-6,-3.5000E+0,12.9665E-3,-22.4010E-3,,4.5360E+6,,1.1928E-3,2.3001E+0,-813.9596E-9,-3.0000E+0,26.5057E+0,-16.2792E-3,,10.8164E+3,,7.9122E-3,2.3002E+0,-524.6457E-9,-2.5000E+0,175.8257E+0,-10.4929E-3,,3.8654E+3,,16.1408E-3,2.3001E+0,-298.2251E-9,-2.0000E+0,358.6810E+0,-5.9645E-3,,2.9393E+3,,24.1794E-3,2.3001E+0,-210.1733E-9,-1.5000E+0,537.3157E+0,-4.2035E-3,,2.0325E+3,,31.5914E-3,2.3002E+0,-256.2956E-9,-1.0000E+0,702.0232E+0,-5.1259E-3,,727.5405E+0,,37.3802E-3,2.3002E+0,-193.4022E-9,-500.0000E-3,830.6617E+0,-3.8680E-3,,182.1393E+0,,40.7657E-3,2.3002E+0,-197.5932E-9,000.0000E+0,905.8951E+0,-3.9519E-3,,108.0629E+0,,42.5863E-3,2.3002E+0,-113.7341E-9,500.0000E-3,946.3535E+0,-2.2747E-3,,90.1438E+0,,43.7395E-3,2.3002E+0,-197.5932E-9,1.0000E+0,971.9801E+0,-3.9519E-3,,83.9652E+0,,44.5091E-3,2.3002E+0,-298.2251E-9,1.5000E+0,989.0808E+0,-5.9645E-3,,80.9786E+0,,45.4207E-3,2.3002E+0,-298.2251E-9,2.0000E+0,1.0093E+3,-5.9645E-3,,80.0329E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.6591E-9,2.3999E+0,-3.2543E-6,-5.0000E+0,20.6144E-3,-65.0853E-3,,4.0966E+6,,764.6405E-9,2.4001E+0,-2.4366E-6,-4.5000E+0,16.9918E-3,-48.7328E-3,,3.8498E+6,,641.1597E-9,2.4000E+0,-1.7196E-6,-4.0000E+0,14.2479E-3,-34.3928E-3,,4.6922E+6,,599.4343E-9,2.3999E+0,-1.1200E-6,-3.5000E+0,13.3206E-3,-22.4010E-3,,6.2599E+6,,1.1982E-3,2.4000E+0,-839.1180E-9,-3.0000E+0,26.6272E+0,-16.7824E-3,,18.2728E+3,,7.9327E-3,2.4001E+0,-579.1535E-9,-2.5000E+0,176.2815E+0,-11.5831E-3,,4.8680E+3,,16.1710E-3,2.4000E+0,-294.0324E-9,-2.0000E+0,359.3517E+0,-5.8806E-3,,3.3082E+3,,24.2185E-3,2.4000E+0,-147.2781E-9,-1.5000E+0,538.1836E+0,-2.9456E-3,,2.5569E+3,,31.6894E-3,2.4000E+0,-210.1733E-9,-1.0000E+0,704.2013E+0,-4.2035E-3,,1.0188E+3,,37.8108E-3,2.4000E+0,-180.8239E-9,-500.0000E-3,840.2326E+0,-3.6165E-3,,231.8651E+0,,41.5926E-3,2.4000E+0,-201.7878E-9,000.0000E+0,924.2713E+0,-4.0358E-3,,120.7641E+0,,43.6187E-3,2.4000E+0,-189.2095E-9,500.0000E-3,969.2947E+0,-3.7842E-3,,96.7343E+0,,44.8635E-3,2.4000E+0,-226.9444E-9,1.0000E+0,996.9574E+0,-4.5389E-3,,88.8492E+0,,45.6770E-3,2.4000E+0,-310.8053E-9,1.5000E+0,1.0150E+3,-6.2161E-3,,85.5032E+0,,46.6059E-3,2.4000E+0,-302.4197E-9,2.0000E+0,1.0357E+3,-6.0484E-3,,84.2533E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947.2228E-9,2.5001E+0,-3.2794E-6,-5.0000E+0,21.0492E-3,-65.5885E-3,,5.1198E+6,,784.4670E-9,2.5002E+0,-2.5205E-6,-4.5000E+0,17.4324E-3,-50.4099E-3,,5.0495E+6,,658.8622E-9,2.5002E+0,-1.7364E-6,-4.0000E+0,14.6412E-3,-34.7283E-3,,5.6579E+6,,622.9830E-9,2.5001E+0,-1.1620E-6,-3.5000E+0,13.8439E-3,-23.2396E-3,,4.2518E+6,,1.2066E-3,2.5001E+0,-847.5054E-9,-3.0000E+0,26.8138E+0,-16.9501E-3,,11.9253E+3,,7.9549E-3,2.5002E+0,-600.1192E-9,-2.5000E+0,176.7743E+0,-12.0024E-3,,4.5159E+3,,16.2035E-3,2.5001E+0,-302.4197E-9,-2.0000E+0,360.0749E+0,-6.0484E-3,,3.0777E+3,,24.2582E-3,2.5002E+0,-205.9805E-9,-1.5000E+0,539.0659E+0,-4.1196E-3,,2.5225E+3,,31.7626E-3,2.5002E+0,-197.5932E-9,-1.0000E+0,705.8278E+0,-3.9519E-3,,1.3683E+3,,38.1349E-3,2.5002E+0,-197.5932E-9,-500.0000E-3,847.4346E+0,-3.9519E-3,,309.0306E+0,,42.3243E-3,2.5002E+0,-252.1028E-9,000.0000E+0,940.5300E+0,-5.0421E-3,,136.8854E+0,,44.5792E-3,2.5002E+0,-226.9444E-9,500.0000E-3,990.6388E+0,-4.5389E-3,,104.2667E+0,,45.9242E-3,2.5002E+0,-180.8239E-9,1.0000E+0,1.0205E+3,-3.6165E-3,,94.4288E+0,,46.7911E-3,2.5002E+0,-260.4902E-9,1.5000E+0,1.0398E+3,-5.2098E-3,,89.9007E+0,,47.7332E-3,2.5002E+0,-294.0324E-9,2.0000E+0,1.0607E+3,-5.8806E-3,,88.8454E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975.5852E-9,2.6003E+0,-3.3088E-6,-5.0000E+0,21.6795E-3,-66.1755E-3,,3.5319E+6,,816.6804E-9,2.6004E+0,-2.5289E-6,-4.5000E+0,18.1483E-3,-50.5777E-3,,3.1115E+6,,681.6498E-9,2.6004E+0,-1.7364E-6,-4.0000E+0,15.1476E-3,-34.7283E-3,,4.3959E+6,,646.8365E-9,2.6002E+0,-1.1620E-6,-3.5000E+0,14.3740E-3,-23.2396E-3,,4.1994E+6,,1.2132E-3,2.6003E+0,-872.6620E-9,-3.0000E+0,26.9602E+0,-17.4532E-3,,15.2034E+3,,7.9764E-3,2.6004E+0,-600.1192E-9,-2.5000E+0,177.2507E+0,-12.0024E-3,,4.6725E+3,,16.2314E-3,2.6003E+0,-335.9619E-9,-2.0000E+0,360.6936E+0,-6.7192E-3,,3.5979E+3,,24.2930E-3,2.6003E+0,-164.0510E-9,-1.5000E+0,539.8385E+0,-3.2810E-3,,2.8813E+3,,31.8208E-3,2.6003E+0,-197.5932E-9,-1.0000E+0,707.1223E+0,-3.9519E-3,,1.7197E+3,,38.3742E-3,2.6004E+0,-226.9444E-9,-500.0000E-3,852.7506E+0,-4.5389E-3,,418.7248E+0,,42.9549E-3,2.6004E+0,-214.3661E-9,000.0000E+0,954.5440E+0,-4.2873E-3,,158.8515E+0,,45.4659E-3,2.6004E+0,-168.2438E-9,500.0000E-3,1.0103E+3,-3.3649E-3,,112.9760E+0,,46.9264E-3,2.6004E+0,-231.1390E-9,1.0000E+0,1.0428E+3,-4.6228E-3,,99.9544E+0,,47.8439E-3,2.6004E+0,-289.8414E-9,1.5000E+0,1.0632E+3,-5.7968E-3,,95.1532E+0,,48.8056E-3,2.6004E+0,-327.5763E-9,2.0000E+0,1.0846E+3,-6.5515E-3,,93.4068E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0026E-6,2.7004E+0,-3.3046E-6,-5.0000E+0,22.2806E-3,-66.0916E-3,,3.7020E+6,,838.1172E-9,2.7006E+0,-2.5289E-6,-4.5000E+0,18.6246E-3,-50.5777E-3,,4.6720E+6,,705.1883E-9,2.7005E+0,-1.7825E-6,-4.0000E+0,15.6707E-3,-35.6507E-3,,4.2555E+6,,667.4357E-9,2.7004E+0,-1.2374E-6,-3.5000E+0,14.8318E-3,-24.7490E-3,,4.8642E+6,,1.2242E-3,2.7005E+0,-872.6620E-9,-3.0000E+0,27.2037E+0,-17.4532E-3,,9.1405E+3,,7.9995E-3,2.7006E+0,-595.9264E-9,-2.5000E+0,177.7648E+0,-11.9185E-3,,4.3305E+3,,16.2588E-3,2.7005E+0,-344.3492E-9,-2.0000E+0,361.3041E+0,-6.8870E-3,,3.6457E+3,,24.3222E-3,2.7005E+0,-155.6637E-9,-1.5000E+0,540.4873E+0,-3.1133E-3,,3.4308E+3,,31.8650E-3,2.7005E+0,-201.7878E-9,-1.0000E+0,708.1051E+0,-4.0358E-3,,2.2648E+3,,38.5418E-3,2.7005E+0,-256.2956E-9,-500.0000E-3,856.4768E+0,-5.1259E-3,,597.4314E+0,,43.4874E-3,2.7005E+0,-222.7516E-9,000.0000E+0,966.3769E+0,-4.4550E-3,,188.1109E+0,,46.2787E-3,2.7005E+0,-201.7878E-9,500.0000E-3,1.0284E+3,-4.0358E-3,,123.2331E+0,,47.8667E-3,2.7005E+0,-176.6293E-9,1.0000E+0,1.0637E+3,-3.5326E-3,,106.5275E+0,,48.8421E-3,2.7005E+0,-281.4540E-9,1.5000E+0,1.0854E+3,-5.6291E-3,,100.3479E+0,,49.8226E-3,2.7005E+0,-352.7348E-9,2.0000E+0,1.1072E+3,-7.0547E-3,,98.5003E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0224E-6,2.8001E+0,-3.3339E-6,-5.0000E+0,22.7191E-3,-66.6786E-3,,5.0539E+6,,854.2641E-9,2.8002E+0,-2.6337E-6,-4.5000E+0,18.9835E-3,-52.6741E-3,,6.1735E+6,,725.5339E-9,2.8002E+0,-1.7951E-6,-4.0000E+0,16.1228E-3,-35.9023E-3,,4.9015E+6,,685.5026E-9,2.8003E+0,-1.1746E-6,-3.5000E+0,15.2332E-3,-23.4911E-3,,5.5264E+6,,1.2306E-3,2.8002E+0,-943.9427E-9,-3.0000E+0,27.3464E+0,-18.8789E-3,,15.5325E+3,,8.0223E-3,2.8003E+0,-637.8559E-9,-2.5000E+0,178.2709E+0,-12.7571E-3,,4.3772E+3,,16.2827E-3,2.8002E+0,-352.7348E-9,-2.0000E+0,361.8343E+0,-7.0547E-3,,4.1787E+3,,24.3525E-3,2.8002E+0,-164.0510E-9,-1.5000E+0,541.1602E+0,-3.2810E-3,,3.2928E+3,,31.9039E-3,2.8002E+0,-226.9444E-9,-1.0000E+0,708.9694E+0,-4.5389E-3,,2.5639E+3,,38.6645E-3,2.8002E+0,-226.9444E-9,-500.0000E-3,859.2027E+0,-4.5389E-3,,812.7775E+0,,43.9215E-3,2.8003E+0,-235.3318E-9,000.0000E+0,976.0227E+0,-4.7066E-3,,229.7289E+0,,47.0112E-3,2.8002E+0,-239.5245E-9,500.0000E-3,1.0447E+3,-4.7905E-3,,136.1260E+0,,48.7417E-3,2.8003E+0,-214.3661E-9,1.0000E+0,1.0831E+3,-4.2873E-3,,113.9508E+0,,49.7849E-3,2.8003E+0,-285.6468E-9,1.5000E+0,1.1063E+3,-5.7129E-3,,105.7558E+0,,50.7812E-3,2.8003E+0,-348.5402E-9,2.0000E+0,1.1285E+3,-6.9708E-3,,104.0191E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0481E-6,2.9002E+0,-3.3381E-6,-5.0000E+0,23.2908E-3,-66.7625E-3,,3.8886E+6,,880.7003E-9,2.9003E+0,-2.5750E-6,-4.5000E+0,19.5709E-3,-51.5001E-3,,3.7848E+6,,744.8680E-9,2.9003E+0,-1.8412E-6,-4.0000E+0,16.5525E-3,-36.8247E-3,,5.1727E+6,,703.4214E-9,2.9004E+0,-1.2123E-6,-3.5000E+0,15.6314E-3,-24.2459E-3,,5.5887E+6,,1.2382E-3,2.9002E+0,-952.3283E-9,-3.0000E+0,27.5142E+0,-19.0466E-3,,13.2448E+3,,8.0435E-3,2.9003E+0,-612.6975E-9,-2.5000E+0,178.7428E+0,-12.2539E-3,,4.7112E+3,,16.3134E-3,2.9002E+0,-428.2065E-9,-2.0000E+0,362.5164E+0,-8.5641E-3,,3.2594E+3,,24.3789E-3,2.9002E+0,-222.7516E-9,-1.5000E+0,541.7474E+0,-4.4550E-3,,3.7859E+3,,31.9340E-3,2.9003E+0,-214.3661E-9,-1.0000E+0,709.6379E+0,-4.2873E-3,,3.3253E+3,,38.7515E-3,2.9003E+0,-226.9444E-9,-500.0000E-3,861.1366E+0,-4.5389E-3,,1.1495E+3,,44.2696E-3,2.9003E+0,-226.9444E-9,000.0000E+0,983.7598E+0,-4.5389E-3,,287.2858E+0,,47.6716E-3,2.9003E+0,-210.1733E-9,500.0000E-3,1.0594E+3,-4.2035E-3,,151.5033E+0,,49.5606E-3,2.9003E+0,-235.3318E-9,1.0000E+0,1.1013E+3,-4.7066E-3,,122.1678E+0,,50.6713E-3,2.9003E+0,-277.2595E-9,1.5000E+0,1.1260E+3,-5.5452E-3,,112.8719E+0,,51.6919E-3,2.9003E+0,-356.9276E-9,2.0000E+0,1.1487E+3,-7.1386E-3,,109.8372E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0715E-6,3.0002E+0,-3.3214E-6,-5.0000E+0,23.8107E-3,-66.4271E-3,,4.2752E+6,,895.9320E-9,3.0002E+0,-2.6966E-6,-4.5000E+0,19.9094E-3,-53.9320E-3,,6.5589E+6,,768.5736E-9,3.0003E+0,-1.7909E-6,-4.0000E+0,17.0792E-3,-35.8184E-3,,4.2192E+6,,738.2749E-9,3.0004E+0,-1.2416E-6,-3.5000E+0,16.4059E-3,-24.8329E-3,,2.8687E+6,,1.2444E-3,3.0002E+0,-990.0650E-9,-3.0000E+0,27.6540E+0,-19.8013E-3,,15.9008E+3,,8.0648E-3,3.0004E+0,-675.5927E-9,-2.5000E+0,179.2160E+0,-13.5119E-3,,4.6973E+3,,16.3394E-3,3.0002E+0,-394.6643E-9,-2.0000E+0,363.0935E+0,-7.8933E-3,,3.8518E+3,,24.4021E-3,3.0003E+0,-201.7878E-9,-1.5000E+0,542.2636E+0,-4.0358E-3,,4.3054E+3,,31.9649E-3,3.0003E+0,-193.4022E-9,-1.0000E+0,710.3240E+0,-3.8680E-3,,3.2397E+3,,38.8192E-3,3.0003E+0,-214.3661E-9,-500.0000E-3,862.6399E+0,-4.2873E-3,,1.4786E+3,,44.5378E-3,3.0003E+0,-210.1733E-9,000.0000E+0,989.7188E+0,-4.2035E-3,,373.0401E+0,,48.2576E-3,3.0003E+0,-256.2956E-9,500.0000E-3,1.0724E+3,-5.1259E-3,,170.6579E+0,,50.3194E-3,3.0003E+0,-218.5607E-9,1.0000E+0,1.1182E+3,-4.3712E-3,,131.8257E+0,,51.5075E-3,3.0003E+0,-273.0685E-9,1.5000E+0,1.1446E+3,-5.4614E-3,,119.6024E+0,,52.5545E-3,3.0003E+0,-415.6282E-9,2.0000E+0,1.1679E+3,-8.3126E-3,,115.9720E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0927E-6,3.0999E+0,-3.4429E-6,-5.0000E+0,24.2820E-3,-68.8590E-3,,4.7032E+6,,922.6999E-9,3.0999E+0,-2.6589E-6,-4.5000E+0,20.5042E-3,-53.1773E-3,,3.7256E+6,,792.9760E-9,3.1000E+0,-1.8203E-6,-4.0000E+0,17.6215E-3,-36.4054E-3,,4.0886E+6,,758.6003E-9,3.1001E+0,-1.3297E-6,-3.5000E+0,16.8576E-3,-26.5939E-3,,4.9049E+6,,1.2535E-3,3.1000E+0,-956.5210E-9,-3.0000E+0,27.8556E+0,-19.1304E-3,,10.9961E+3,,8.0875E-3,3.1001E+0,-583.3481E-9,-2.5000E+0,179.7206E+0,-11.6670E-3,,4.3917E+3,,16.3605E-3,3.1000E+0,-415.6282E-9,-2.0000E+0,363.5627E+0,-8.3126E-3,,4.7229E+3,,24.4251E-3,3.1000E+0,-252.1028E-9,-1.5000E+0,542.7738E+0,-5.0421E-3,,4.3444E+3,,31.9897E-3,3.1000E+0,-210.1733E-9,-1.0000E+0,710.8756E+0,-4.2035E-3,,4.0179E+3,,38.8690E-3,3.1000E+0,-201.7878E-9,-500.0000E-3,863.7480E+0,-4.0358E-3,,1.9998E+3,,44.7379E-3,3.1000E+0,-226.9444E-9,000.0000E+0,994.1656E+0,-4.5389E-3,,498.3305E+0,,48.7638E-3,3.1000E+0,-239.5245E-9,500.0000E-3,1.0836E+3,-4.7905E-3,,197.0310E+0,,51.0210E-3,3.1001E+0,-201.7878E-9,1.0000E+0,1.1338E+3,-4.0358E-3,,142.1526E+0,,52.2926E-3,3.1001E+0,-281.4540E-9,1.5000E+0,1.1620E+3,-5.6291E-3,,127.0276E+0,,53.3681E-3,3.1001E+0,-453.3667E-9,2.0000E+0,1.1859E+3,-9.0673E-3,,122.5727E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1180E-6,3.1999E+0,-3.4471E-6,-5.0000E+0,24.8447E-3,-68.9429E-3,,3.9492E+6,,952.8329E-9,3.1999E+0,-2.7218E-6,-4.5000E+0,21.1739E-3,-54.4352E-3,,3.3194E+6,,815.8837E-9,3.2001E+0,-1.8664E-6,-4.0000E+0,18.1306E-3,-37.3279E-3,,4.3674E+6,,780.3856E-9,3.2001E+0,-1.2920E-6,-3.5000E+0,17.3417E-3,-25.8392E-3,,4.5926E+6,,1.2614E-3,3.2000E+0,-990.0650E-9,-3.0000E+0,28.0311E+0,-19.8013E-3,,12.6598E+3,,8.1055E-3,3.2001E+0,-671.3999E-9,-2.5000E+0,180.1201E+0,-13.4280E-3,,5.5641E+3,,16.3867E-3,3.2000E+0,-411.4372E-9,-2.0000E+0,364.1452E+0,-8.2287E-3,,3.8159E+3,,24.4450E-3,3.2000E+0,-273.0685E-9,-1.5000E+0,543.2163E+0,-5.4614E-3,,5.0227E+3,,32.0126E-3,3.2000E+0,-180.8239E-9,-1.0000E+0,711.3830E+0,-3.6165E-3,,4.3802E+3,,38.9104E-3,3.2001E+0,-218.5607E-9,-500.0000E-3,864.6662E+0,-4.3712E-3,,2.4210E+3,,44.8886E-3,3.2001E+0,-197.5932E-9,000.0000E+0,997.5138E+0,-3.9519E-3,,663.9537E+0,,49.2012E-3,3.2001E+0,-214.3661E-9,500.0000E-3,1.0933E+3,-4.2873E-3,,228.6442E+0,,51.6683E-3,3.2001E+0,-193.4022E-9,1.0000E+0,1.1482E+3,-3.8680E-3,,154.5156E+0,,53.0357E-3,3.2001E+0,-264.6811E-9,1.5000E+0,1.1786E+3,-5.2936E-3,,134.6214E+0,,54.1388E-3,3.2001E+0,-411.4372E-9,2.0000E+0,1.2031E+3,-8.2287E-3,,129.7843E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1441E-6,3.3000E+0,-3.4765E-6,-5.0000E+0,25.4239E-3,-69.5299E-3,,3.8378E+6,,974.6487E-9,3.3000E+0,-2.6966E-6,-4.5000E+0,21.6586E-3,-53.9320E-3,,4.5855E+6,,834.8039E-9,3.3001E+0,-1.8706E-6,-4.0000E+0,18.5510E-3,-37.4118E-3,,5.2859E+6,,795.1490E-9,3.3002E+0,-1.2962E-6,-3.5000E+0,17.6698E-3,-25.9230E-3,,6.7746E+6,,1.2666E-3,3.3000E+0,-1.0194E-6,-3.0000E+0,28.1464E+0,-20.3883E-3,,19.2811E+3,,8.1259E-3,3.3001E+0,-742.6788E-9,-2.5000E+0,180.5746E+0,-14.8536E-3,,4.8908E+3,,16.4064E-3,3.3000E+0,-403.0499E-9,-2.0000E+0,364.5829E+0,-8.0610E-3,,5.0786E+3,,24.4633E-3,3.3001E+0,-235.3318E-9,-1.5000E+0,543.6236E+0,-4.7066E-3,,5.4586E+3,,32.0301E-3,3.3001E+0,-168.2438E-9,-1.0000E+0,711.7718E+0,-3.3649E-3,,5.7168E+3,,38.9454E-3,3.3001E+0,-205.9805E-9,-500.0000E-3,865.4442E+0,-4.1196E-3,,2.8575E+3,,44.9982E-3,3.3001E+0,-218.5607E-9,000.0000E+0,999.9492E+0,-4.3712E-3,,912.6641E+0,,49.5659E-3,3.3001E+0,-231.1390E-9,500.0000E-3,1.1015E+3,-4.6228E-3,,274.3066E+0,,52.2582E-3,3.3001E+0,-193.4022E-9,1.0000E+0,1.1613E+3,-3.8680E-3,,169.5736E+0,,53.7303E-3,3.3001E+0,-314.9980E-9,1.5000E+0,1.1940E+3,-6.3000E-3,,144.0103E+0,,54.8665E-3,3.3001E+0,-407.2426E-9,2.0000E+0,1.2192E+3,-8.1449E-3,,137.4641E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
