DrainI(1),DrainV(1),GateI(1),GateV(1),IDRAIN(1),IGATE(1),IDMAX(1),RD(1),IGLEAK(1),DrainI(2),DrainV(2),GateI(2),GateV(2),IDRAIN(2),IGATE(2),IDMAX(2),RD(2),IGLEAK(2),DrainI(3),DrainV(3),GateI(3),GateV(3),IDRAIN(3),IGATE(3),IDMAX(3),RD(3),IGLEAK(3),DrainI(4),DrainV(4),GateI(4),GateV(4),IDRAIN(4),IGATE(4),IDMAX(4),RD(4),IGLEAK(4),DrainI(5),DrainV(5),GateI(5),GateV(5),IDRAIN(5),IGATE(5),IDMAX(5),RD(5),IGLEAK(5),DrainI(6),DrainV(6),GateI(6),GateV(6),IDRAIN(6),IGATE(6),IDMAX(6),RD(6),IGLEAK(6),DrainI(7),DrainV(7),GateI(7),GateV(7),IDRAIN(7),IGATE(7),IDMAX(7),RD(7),IGLEAK(7),DrainI(8),DrainV(8),GateI(8),GateV(8),IDRAIN(8),IGATE(8),IDMAX(8),RD(8),IGLEAK(8),DrainI(9),DrainV(9),GateI(9),GateV(9),IDRAIN(9),IGATE(9),IDMAX(9),RD(9),IGLEAK(9),DrainI(10),DrainV(10),GateI(10),GateV(10),IDRAIN(10),IGATE(10),IDMAX(10),RD(10),IGLEAK(10),DrainI(11),DrainV(11),GateI(11),GateV(11),IDRAIN(11),IGATE(11),IDMAX(11),RD(11),IGLEAK(11),DrainI(12),DrainV(12),GateI(12),GateV(12),IDRAIN(12),IGATE(12),IDMAX(12),RD(12),IGLEAK(12),DrainI(13),DrainV(13),GateI(13),GateV(13),IDRAIN(13),IGATE(13),IDMAX(13),RD(13),IGLEAK(13),DrainI(14),DrainV(14),GateI(14),GateV(14),IDRAIN(14),IGATE(14),IDMAX(14),RD(14),IGLEAK(14),DrainI(15),DrainV(15),GateI(15),GateV(15),IDRAIN(15),IGATE(15),IDMAX(15),RD(15),IGLEAK(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0009E-6,7.0000E+0,-4.3822E-6,-5.0000E+0,44.4641E-3,-87.6435E-3,,4.5206E+6,,1.8787E-6,7.0000E+0,-3.5687E-6,-4.5000E+0,41.7491E-3,-71.3748E-3,,4.4969E+6,,1.7293E-6,7.0000E+0,-2.8475E-6,-4.0000E+0,38.4293E-3,-56.9510E-3,,5.1797E+6,,1.7030E-6,7.0000E+0,-2.2018E-6,-3.5000E+0,37.8440E-3,-44.0366E-3,,3.6910E+6,,2.3009E-3,7.0001E+0,-1.7867E-6,-3.0000E+0,51.1317E+0,-35.7346E-3,,2.8149E+3,,9.8872E-3,7.0001E+0,-1.3758E-6,-2.5000E+0,219.7141E+0,-27.5164E-3,,4.4427E+3,,17.6806E-3,7.0001E+0,-902.0132E-9,-2.0000E+0,392.8981E+0,-18.0403E-3,,5.0179E+3,,25.2586E-3,7.0001E+0,-646.2415E-9,-1.5000E+0,561.2962E+0,-12.9248E-3,,5.5916E+3,,32.4162E-3,7.0001E+0,-470.1360E-9,-1.0000E+0,720.3523E+0,-9.4027E-3,,10.1201E+3,,39.0777E-3,7.0001E+0,-411.4372E-9,-500.0000E-3,868.3847E+0,-8.2287E-3,,-51.1236E+3,,45.2158E-3,7.0001E+0,-327.5763E-9,000.0000E+0,1.0048E+3,-6.5515E-3,,-9.4841E+3,,50.6695E-3,7.0002E+0,-147.2781E-9,500.0000E-3,1.1260E+3,-2.9456E-3,,-18.0577E+3,,55.4682E-3,7.0002E+0,-231.1390E-9,1.0000E+0,1.2326E+3,-4.6228E-3,,-5.8290E+3,,59.5699E-3,7.0002E+0,-407.2426E-9,1.5000E+0,1.3238E+3,-8.1449E-3,,-7.9458E+3,,62.8316E-3,7.0002E+0,-373.6986E-9,2.0000E+0,1.3962E+3,-7.4740E-3,,-22.0376E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0237E-6,7.0999E+0,-4.3528E-6,-5.0000E+0,44.9701E-3,-87.0564E-3,,4.3842E+6,,1.9019E-6,7.0999E+0,-3.6149E-6,-4.5000E+0,42.2638E-3,-72.2972E-3,,4.3106E+6,,1.7579E-6,7.0999E+0,-2.9104E-6,-4.0000E+0,39.0640E-3,-58.2089E-3,,3.4958E+6,,1.7521E-6,7.0999E+0,-2.2228E-6,-3.5000E+0,38.9346E-3,-44.4560E-3,,2.0344E+6,,2.3355E-3,7.0999E+0,-1.8580E-6,-3.0000E+0,51.8988E+0,-37.1602E-3,,2.8920E+3,,9.9091E-3,7.0999E+0,-1.2878E-6,-2.5000E+0,220.1995E+0,-25.7553E-3,,4.5709E+3,,17.6999E-3,7.0999E+0,-902.0132E-9,-2.0000E+0,393.3282E+0,-18.0403E-3,,5.1586E+3,,25.2740E-3,7.0999E+0,-700.7493E-9,-1.5000E+0,561.6395E+0,-14.0150E-3,,6.4627E+3,,32.4258E-3,7.1000E+0,-495.2944E-9,-1.0000E+0,720.5656E+0,-9.9059E-3,,10.4004E+3,,39.0758E-3,7.1000E+0,-424.0155E-9,-500.0000E-3,868.3420E+0,-8.4803E-3,,-51.9350E+3,,45.2039E-3,7.1000E+0,-298.2251E-9,000.0000E+0,1.0045E+3,-5.9645E-3,,-8.3903E+3,,50.6618E-3,7.1000E+0,-180.8239E-9,500.0000E-3,1.1258E+3,-3.6165E-3,,-12.9843E+3,,55.4506E-3,7.1000E+0,-210.1733E-9,1.0000E+0,1.2322E+3,-4.2035E-3,,-5.6728E+3,,59.5539E-3,7.1000E+0,-419.8209E-9,1.5000E+0,1.3234E+3,-8.3964E-3,,-6.2561E+3,,62.8237E-3,7.1000E+0,-373.6986E-9,2.0000E+0,1.3961E+3,-7.4740E-3,,-12.6419E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0500E-6,7.2001E+0,-4.4409E-6,-5.0000E+0,45.5547E-3,-88.8175E-3,,3.8090E+6,,1.9185E-6,7.2001E+0,-3.6023E-6,-4.5000E+0,42.6321E-3,-72.0456E-3,,6.0450E+6,,1.7804E-6,7.2001E+0,-2.8853E-6,-4.0000E+0,39.5644E-3,-57.7057E-3,,4.4496E+6,,1.7637E-6,7.2001E+0,-2.1934E-6,-3.5000E+0,39.1933E-3,-43.8689E-3,,8.6104E+6,,2.3712E-3,7.2001E+0,-1.8496E-6,-3.0000E+0,52.6924E+0,-36.9925E-3,,2.8058E+3,,9.9298E-3,7.2001E+0,-1.3800E-6,-2.5000E+0,220.6597E+0,-27.6002E-3,,4.8377E+3,,17.7174E-3,7.2001E+0,-906.2041E-9,-2.0000E+0,393.7159E+0,-18.1241E-3,,5.7424E+3,,25.2883E-3,7.2001E+0,-642.0487E-9,-1.5000E+0,561.9574E+0,-12.8410E-3,,7.0055E+3,,32.4338E-3,7.2001E+0,-512.0673E-9,-1.0000E+0,720.7444E+0,-10.2413E-3,,12.4511E+3,,39.0734E-3,7.2002E+0,-403.0499E-9,-500.0000E-3,868.2898E+0,-8.0610E-3,,-42.6933E+3,,45.1917E-3,7.2002E+0,-310.8053E-9,000.0000E+0,1.0043E+3,-6.2161E-3,,-8.2352E+3,,50.6554E-3,7.2002E+0,-239.5245E-9,500.0000E-3,1.1257E+3,-4.7905E-3,,-15.6185E+3,,55.4320E-3,7.2002E+0,-193.4022E-9,1.0000E+0,1.2318E+3,-3.8680E-3,,-5.3998E+3,,59.5381E-3,7.2002E+0,-394.6643E-9,1.5000E+0,1.3231E+3,-7.8933E-3,,-6.3462E+3,,62.8141E-3,7.2002E+0,-398.8571E-9,2.0000E+0,1.3959E+3,-7.9771E-3,,-10.4494E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0738E-6,7.3002E+0,-4.4325E-6,-5.0000E+0,46.0848E-3,-88.6498E-3,,4.1985E+6,,1.9467E-6,7.3002E+0,-3.6316E-6,-4.5000E+0,43.2597E-3,-72.6326E-3,,3.5468E+6,,1.8006E-6,7.3002E+0,-2.9733E-6,-4.0000E+0,40.0119E-3,-59.4668E-3,,4.9737E+6,,1.7649E-6,7.3002E+0,-2.2186E-6,-3.5000E+0,39.2191E-3,-44.3721E-3,,86.2826E+6,,2.4080E-3,7.3003E+0,-1.8790E-6,-3.0000E+0,53.5100E+0,-37.5795E-3,,2.7223E+3,,9.9484E-3,7.3003E+0,-1.3507E-6,-2.5000E+0,221.0743E+0,-27.0132E-3,,5.3684E+3,,17.7334E-3,7.3003E+0,-889.4349E-9,-2.0000E+0,394.0723E+0,-17.7887E-3,,6.2453E+3,,25.3017E-3,7.3003E+0,-688.1710E-9,-1.5000E+0,562.2540E+0,-13.7634E-3,,7.5032E+3,,32.4408E-3,7.3003E+0,-453.3667E-9,-1.0000E+0,720.8990E+0,-9.0673E-3,,14.4015E+3,,39.0723E-3,7.3003E+0,-403.0499E-9,-500.0000E-3,868.2646E+0,-8.0610E-3,,-88.1584E+3,,45.1792E-3,7.3003E+0,-419.8209E-9,000.0000E+0,1.0040E+3,-8.3964E-3,,-7.9875E+3,,50.6464E-3,7.3003E+0,-243.7173E-9,500.0000E-3,1.1255E+3,-4.8743E-3,,-11.2132E+3,,55.4134E-3,7.3004E+0,-180.8239E-9,1.0000E+0,1.2314E+3,-3.6165E-3,,-5.3615E+3,,59.5214E-3,7.3004E+0,-335.9619E-9,1.5000E+0,1.3227E+3,-6.7192E-3,,-5.9829E+3,,62.8040E-3,7.3004E+0,-352.7348E-9,2.0000E+0,1.3956E+3,-7.0547E-3,,-9.9507E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0950E-6,7.4001E+0,-4.4576E-6,-5.0000E+0,46.5550E-3,-89.1530E-3,,4.7193E+6,,1.9727E-6,7.4001E+0,-3.6149E-6,-4.5000E+0,43.8383E-3,-72.2972E-3,,3.8348E+6,,1.8216E-6,7.4001E+0,-2.9314E-6,-4.0000E+0,40.4790E-3,-58.6282E-3,,4.7499E+6,,1.7898E-6,7.4001E+0,-2.2312E-6,-3.5000E+0,39.7739E-3,-44.6236E-3,,3.9990E+6,,2.4390E-3,7.4001E+0,-1.9503E-6,-3.0000E+0,54.1993E+0,-39.0051E-3,,3.2183E+3,,9.9666E-3,7.4001E+0,-1.3590E-6,-2.5000E+0,221.4774E+0,-27.1809E-3,,5.5047E+3,,17.7495E-3,7.4001E+0,-952.3283E-9,-2.0000E+0,394.4303E+0,-19.0466E-3,,6.1971E+3,,25.3121E-3,7.4001E+0,-667.2071E-9,-1.5000E+0,562.4866E+0,-13.3441E-3,,9.5374E+3,,32.4473E-3,7.4001E+0,-507.8746E-9,-1.0000E+0,721.0429E+0,-10.1575E-3,,15.4107E+3,,39.0694E-3,7.4002E+0,-382.0860E-9,-500.0000E-3,868.1997E+0,-7.6417E-3,,-34.1809E+3,,45.1671E-3,7.4002E+0,-323.3836E-9,000.0000E+0,1.0037E+3,-6.4677E-3,,-8.2718E+3,,50.6351E-3,7.4002E+0,-273.0685E-9,500.0000E-3,1.1252E+3,-5.4614E-3,,-8.8382E+3,,55.3969E-3,7.4002E+0,-172.4366E-9,1.0000E+0,1.2310E+3,-3.4487E-3,,-6.0700E+3,,59.5047E-3,7.4002E+0,-407.2426E-9,1.5000E+0,1.3223E+3,-8.1449E-3,,-5.9698E+3,,62.7927E-3,7.4002E+0,-382.0860E-9,2.0000E+0,1.3954E+3,-7.6417E-3,,-8.8391E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1247E-6,7.5002E+0,-4.4828E-6,-5.0000E+0,47.2140E-3,-89.6561E-3,,3.3749E+6,,1.9861E-6,7.5002E+0,-3.7029E-6,-4.5000E+0,44.1355E-3,-74.0583E-3,,7.4820E+6,,1.8466E-6,7.5002E+0,-3.0027E-6,-4.0000E+0,41.0355E-3,-60.0538E-3,,3.9966E+6,,1.8172E-6,7.5002E+0,-2.2480E-6,-3.5000E+0,40.3813E-3,-44.9591E-3,,3.6622E+6,,2.4740E-3,7.5002E+0,-1.9083E-6,-3.0000E+0,54.9764E+0,-38.1665E-3,,2.8624E+3,,9.9832E-3,7.5002E+0,-1.3842E-6,-2.5000E+0,221.8466E+0,-27.6841E-3,,6.0234E+3,,17.7627E-3,7.5002E+0,-931.3626E-9,-2.0000E+0,394.7232E+0,-18.6273E-3,,7.5944E+3,,25.3223E-3,7.5002E+0,-663.0125E-9,-1.5000E+0,562.7127E+0,-13.2603E-3,,9.8370E+3,,32.4534E-3,7.5002E+0,-482.7161E-9,-1.0000E+0,721.1798E+0,-9.6543E-3,,16.2455E+3,,39.0660E-3,7.5003E+0,-424.0155E-9,-500.0000E-3,868.1240E+0,-8.4803E-3,,-29.3992E+3,,45.1533E-3,7.5003E+0,-419.8209E-9,000.0000E+0,1.0034E+3,-8.3964E-3,,-7.2266E+3,,50.6221E-3,7.5003E+0,-256.2956E-9,500.0000E-3,1.1249E+3,-5.1259E-3,,-7.6744E+3,,55.3804E-3,7.5003E+0,-231.1390E-9,1.0000E+0,1.2307E+3,-4.6228E-3,,-6.0637E+3,,59.4856E-3,7.5003E+0,-344.3492E-9,1.5000E+0,1.3219E+3,-6.8870E-3,,-5.2675E+3,,62.7798E-3,7.5003E+0,-390.4697E-9,2.0000E+0,1.3951E+3,-7.8094E-3,,-7.7344E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1508E-6,7.6003E+0,-4.5038E-6,-5.0000E+0,47.7953E-3,-90.0754E-3,,3.8295E+6,,2.0150E-6,7.6003E+0,-3.7490E-6,-4.5000E+0,44.7764E-3,-74.9807E-3,,3.4732E+6,,1.8745E-6,7.6003E+0,-2.9901E-6,-4.0000E+0,41.6547E-3,-59.8022E-3,,3.5952E+6,,1.8349E-6,7.6003E+0,-2.3192E-6,-3.5000E+0,40.7755E-3,-46.3847E-3,,5.6468E+6,,2.5044E-3,7.6004E+0,-1.9209E-6,-3.0000E+0,55.6534E+0,-38.4181E-3,,3.2883E+3,,9.9980E-3,7.6004E+0,-1.4219E-6,-2.5000E+0,222.1756E+0,-28.4388E-3,,6.7667E+3,,17.7750E-3,7.6004E+0,-943.9427E-9,-2.0000E+0,394.9957E+0,-18.8789E-3,,8.1697E+3,,25.3317E-3,7.6004E+0,-675.5927E-9,-1.5000E+0,562.9221E+0,-13.5119E-3,,10.6302E+3,,32.4583E-3,7.6004E+0,-562.3824E-9,-1.0000E+0,721.2891E+0,-11.2476E-3,,20.3712E+3,,39.0638E-3,7.6004E+0,-486.9089E-9,-500.0000E-3,868.0755E+0,-9.7382E-3,,-45.8832E+3,,45.1397E-3,7.6004E+0,-373.6986E-9,000.0000E+0,1.0031E+3,-7.4740E-3,,-7.3831E+3,,50.6070E-3,7.6004E+0,-239.5245E-9,500.0000E-3,1.1246E+3,-4.7905E-3,,-6.6513E+3,,55.3649E-3,7.6005E+0,-231.1390E-9,1.0000E+0,1.2303E+3,-4.6228E-3,,-6.4844E+3,,59.4678E-3,7.6005E+0,-331.7691E-9,1.5000E+0,1.3215E+3,-6.6354E-3,,-5.6016E+3,,62.7672E-3,7.6005E+0,-377.8914E-9,2.0000E+0,1.3948E+3,-7.5578E-3,,-7.9978E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1683E-6,7.7005E+0,-4.6044E-6,-5.0000E+0,48.1829E-3,-92.0880E-3,,5.7423E+6,,2.0341E-6,7.7005E+0,-3.7071E-6,-4.5000E+0,45.2016E-3,-74.1421E-3,,5.2349E+6,,1.8902E-6,7.7005E+0,-3.0446E-6,-4.0000E+0,42.0039E-3,-60.8923E-3,,6.3743E+6,,1.9124E-6,7.7005E+0,-2.2983E-6,-3.5000E+0,42.4979E-3,-45.9654E-3,,1.2925E+6,,2.5343E-3,7.7005E+0,-2.0048E-6,-3.0000E+0,56.3178E+0,-40.0953E-3,,3.3501E+3,,10.0141E-3,7.7005E+0,-1.4932E-6,-2.5000E+0,222.5335E+0,-29.8644E-3,,6.2189E+3,,17.7879E-3,7.7005E+0,-1.0110E-6,-2.0000E+0,395.2817E+0,-20.2206E-3,,7.7814E+3,,25.3411E-3,7.7005E+0,-700.7493E-9,-1.5000E+0,563.1290E+0,-14.0150E-3,,10.7565E+3,,32.4610E-3,7.7006E+0,-541.4167E-9,-1.0000E+0,721.3487E+0,-10.8283E-3,,37.3429E+3,,39.0597E-3,7.7006E+0,-419.8209E-9,-500.0000E-3,867.9853E+0,-8.3964E-3,,-24.6677E+3,,45.1274E-3,7.7006E+0,-419.8209E-9,000.0000E+0,1.0028E+3,-8.3964E-3,,-8.1724E+3,,50.5903E-3,7.7006E+0,-264.6811E-9,500.0000E-3,1.1242E+3,-5.2936E-3,,-5.9697E+3,,55.3506E-3,7.7006E+0,-222.7516E-9,1.0000E+0,1.2300E+3,-4.4550E-3,,-7.0032E+3,,59.4481E-3,7.7006E+0,-373.6986E-9,1.5000E+0,1.3211E+3,-7.4740E-3,,-5.1017E+3,,62.7533E-3,7.7006E+0,-365.3131E-9,2.0000E+0,1.3945E+3,-7.3063E-3,,-7.1856E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1905E-6,7.8003E+0,-4.6254E-6,-5.0000E+0,48.6774E-3,-92.5073E-3,,4.4869E+6,,2.0451E-6,7.8003E+0,-3.7784E-6,-4.5000E+0,45.4452E-3,-75.5677E-3,,9.1089E+6,,1.9071E-6,7.8003E+0,-3.0782E-6,-4.0000E+0,42.3804E-3,-61.5632E-3,,5.8933E+6,,1.8922E-6,7.8003E+0,-2.3821E-6,-3.5000E+0,42.0494E-3,-47.6426E-3,,-4.9464E+6,,2.5616E-3,7.8004E+0,-2.0048E-6,-3.0000E+0,56.9239E+0,-40.0953E-3,,3.6609E+3,,10.0290E-3,7.8004E+0,-1.5435E-6,-2.5000E+0,222.8654E+0,-30.8707E-3,,6.6863E+3,,17.7984E-3,7.8004E+0,-1.0446E-6,-2.0000E+0,395.5165E+0,-20.8915E-3,,9.4485E+3,,25.3490E-3,7.8004E+0,-709.1367E-9,-1.5000E+0,563.3061E+0,-14.1827E-3,,12.5339E+3,,32.4650E-3,7.8004E+0,-528.8384E-9,-1.0000E+0,721.4364E+0,-10.5768E-3,,25.3099E+3,,39.0548E-3,7.8004E+0,-491.1017E-9,-500.0000E-3,867.8768E+0,-9.8220E-3,,-20.4604E+3,,45.1140E-3,7.8004E+0,-340.1565E-9,000.0000E+0,1.0025E+3,-6.8031E-3,,-7.4332E+3,,50.5729E-3,7.8005E+0,-235.3318E-9,500.0000E-3,1.1238E+3,-4.7066E-3,,-5.7540E+3,,55.3383E-3,7.8005E+0,-193.4022E-9,1.0000E+0,1.2297E+3,-3.8680E-3,,-8.0861E+3,,59.4273E-3,7.8005E+0,-352.7348E-9,1.5000E+0,1.3206E+3,-7.0547E-3,,-4.8004E+3,,62.7394E-3,7.8005E+0,-356.9276E-9,2.0000E+0,1.3942E+3,-7.1386E-3,,-7.1810E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2187E-6,7.9005E+0,-4.6463E-6,-5.0000E+0,49.3049E-3,-92.9266E-3,,3.5475E+6,,2.0752E-6,7.9005E+0,-3.8413E-6,-4.5000E+0,46.1143E-3,-76.8256E-3,,3.3269E+6,,1.9472E-6,7.9005E+0,-3.0195E-6,-4.0000E+0,43.2697E-3,-60.3892E-3,,2.5029E+6,,1.9281E-6,7.9005E+0,-2.3570E-6,-3.5000E+0,42.8461E-3,-47.1394E-3,,2.7946E+6,,2.5888E-3,7.9006E+0,-1.9964E-6,-3.0000E+0,57.5278E+0,-39.9275E-3,,3.6855E+3,,10.0413E-3,7.9005E+0,-1.5268E-6,-2.5000E+0,223.1382E+0,-30.5353E-3,,8.1584E+3,,17.8085E-3,7.9006E+0,-1.0613E-6,-2.0000E+0,395.7416E+0,-21.2269E-3,,9.8912E+3,,25.3560E-3,7.9006E+0,-730.1005E-9,-1.5000E+0,563.4621E+0,-14.6020E-3,,14.2694E+3,,32.4663E-3,7.9006E+0,-537.2240E-9,-1.0000E+0,721.4668E+0,-10.7445E-3,,73.2697E+3,,39.0498E-3,7.9006E+0,-495.2944E-9,-500.0000E-3,867.7638E+0,-9.9059E-3,,-19.6986E+3,,45.1002E-3,7.9006E+0,-377.8914E-9,000.0000E+0,1.0022E+3,-7.5578E-3,,-7.2617E+3,,50.5544E-3,7.9006E+0,-243.7173E-9,500.0000E-3,1.1234E+3,-4.8743E-3,,-5.4170E+3,,55.3270E-3,7.9006E+0,-210.1733E-9,1.0000E+0,1.2295E+3,-4.2035E-3,,-8.8622E+3,,59.4089E-3,7.9006E+0,-398.8571E-9,1.5000E+0,1.3202E+3,-7.9771E-3,,-5.4276E+3,,62.7248E-3,7.9006E+0,-369.5059E-9,2.0000E+0,1.3939E+3,-7.3901E-3,,-6.8773E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2425E-6,8.0007E+0,-4.7008E-6,-5.0000E+0,49.8321E-3,-94.0168E-3,,4.2224E+6,,2.0961E-6,8.0007E+0,-3.8329E-6,-4.5000E+0,46.5787E-3,-76.6579E-3,,4.7931E+6,,1.9666E-6,8.0007E+0,-3.1117E-6,-4.0000E+0,43.7027E-3,-62.2341E-3,,5.1409E+6,,1.9695E-6,8.0007E+0,-2.3696E-6,-3.5000E+0,43.7661E-3,-47.3910E-3,,2.4190E+6,,2.6153E-3,8.0007E+0,-1.9419E-6,-3.0000E+0,58.1164E+0,-38.8374E-3,,3.7824E+3,,10.0530E-3,8.0007E+0,-1.5603E-6,-2.5000E+0,223.3972E+0,-31.2061E-3,,8.5965E+3,,17.8182E-3,8.0007E+0,-1.0530E-6,-2.0000E+0,395.9554E+0,-21.0592E-3,,10.4116E+3,,25.3605E-3,8.0007E+0,-696.5583E-9,-1.5000E+0,563.5602E+0,-13.9312E-3,,22.6892E+3,,32.4670E-3,8.0008E+0,-545.6113E-9,-1.0000E+0,721.4810E+0,-10.9122E-3,,156.3148E+3,,39.0449E-3,8.0008E+0,-440.7848E-9,-500.0000E-3,867.6550E+0,-8.8157E-3,,-20.4469E+3,,45.0862E-3,8.0008E+0,-407.2426E-9,000.0000E+0,1.0019E+3,-8.1449E-3,,-7.1317E+3,,50.5355E-3,8.0008E+0,-214.3661E-9,500.0000E-3,1.1230E+3,-4.2873E-3,,-5.2988E+3,,55.3162E-3,8.0008E+0,-210.1733E-9,1.0000E+0,1.2292E+3,-4.2035E-3,,-9.3167E+3,,59.3858E-3,8.0008E+0,-407.2426E-9,1.5000E+0,1.3197E+3,-8.1449E-3,,-4.3415E+3,,62.7096E-3,8.0008E+0,-403.0499E-9,2.0000E+0,1.3935E+3,-8.0610E-3,,-6.5580E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2665E-6,8.1009E+0,-4.6925E-6,-5.0000E+0,50.3663E-3,-93.8490E-3,,4.1667E+6,,2.1241E-6,8.1008E+0,-3.8035E-6,-4.5000E+0,47.2017E-3,-76.0709E-3,,3.5728E+6,,1.9892E-6,8.1008E+0,-3.1201E-6,-4.0000E+0,44.2045E-3,-62.4018E-3,,4.4361E+6,,1.9932E-6,8.1008E+0,-2.3905E-6,-3.5000E+0,44.2927E-3,-47.8103E-3,,4.2267E+6,,2.6382E-3,8.1009E+0,-2.0551E-6,-3.0000E+0,58.6263E+0,-41.1016E-3,,4.3649E+3,,10.0666E-3,8.1009E+0,-1.5058E-6,-2.5000E+0,223.7001E+0,-30.1160E-3,,7.3463E+3,,17.8271E-3,8.1009E+0,-1.0613E-6,-2.0000E+0,396.1543E+0,-21.2269E-3,,11.1887E+3,,25.3647E-3,8.1009E+0,-742.6788E-9,-1.5000E+0,563.6540E+0,-14.8536E-3,,23.7223E+3,,32.4666E-3,8.1009E+0,-562.3824E-9,-1.0000E+0,721.4729E+0,-11.2476E-3,,-274.3771E+3,,39.0389E-3,8.1009E+0,-449.1721E-9,-500.0000E-3,867.5215E+0,-8.9834E-3,,-16.6802E+3,,45.0724E-3,8.1009E+0,-398.8571E-9,000.0000E+0,1.0016E+3,-7.9771E-3,,-7.2932E+3,,50.5165E-3,8.1010E+0,-222.7516E-9,500.0000E-3,1.1226E+3,-4.4550E-3,,-5.2737E+3,,55.3031E-3,8.1010E+0,-281.4540E-9,1.0000E+0,1.2289E+3,-5.6291E-3,,-7.5950E+3,,59.3645E-3,8.1010E+0,-327.5763E-9,1.5000E+0,1.3192E+3,-6.5515E-3,,-4.6969E+3,,62.6930E-3,8.1010E+0,-424.0155E-9,2.0000E+0,1.3932E+3,-8.4803E-3,,-6.0532E+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
